,序号,数据id,关联标题,客户名称,生产单号,订单编号,销售明细,关联标题.1,物料编号,名称,规格,计量单位,计划数量,预计开始时间,预计结束时间,工序,关联标题.2,首道工序机器编码,备注,实际开始时间,实际结束时间,生产状态,关联标题.3,班组名称,物料标题(隐藏),物料名称（隐藏）,当前日期（隐藏）,创建时间,创建者,创建人部门,审批单标题
188,189,inaX9DJVRQGWRPmBzDQvjw05971665375364,四川金彭,四川金彭,202210100762,,,JP500DZH-24.2-2护线卡/神龙10_,电瓶车-三轮.成品.02541,JP500DZH-24.2-2护线卡/神龙10,,个,3140,2022-10-10,2022-10-11,A-一次成型,,,A,2022-10-10,,进行中,A组,A组,,JP500DZH-24.2-2护线卡/神龙10_,2022-10-10,2022-10-10 12:16:04,马清伟,机加车间,JP500DZH-24.2-2护线卡/神龙10_
189,190,x59knZ2qRy-1BvpIVaak_w05971665375364,四川金彭,四川金彭,202210100748,,,铰链折页（三轮车合页2.75）_,电瓶车-两轮.成品.03550,铰链折页（三轮车合页2.75）,,个,50925,2022-10-10,2022-10-11,D-连续模出成品,,,D,2022-10-10,,进行中,D组,D组,,铰链折页（三轮车合页2.75）_,2022-10-10,2022-10-10 12:16:04,马清伟,机加车间,铰链折页（三轮车合页2.75）_
190,191,t_-MhKMDRZeweGQXghIfVg05971665375364,四川金彭,四川金彭,202210100753,,,左加强筋/神龙11Y_,电瓶车-三轮.成品.02582,左加强筋/神龙11Y,,个,2755,2022-10-10,2022-10-11,"A-单冲模-落料,A-一次成型",,,A,2022-10-10,,进行中,A组,A组,,左加强筋/神龙11Y_,2022-10-10,2022-10-10 12:16:04,马清伟,机加车间,左加强筋/神龙11Y_
191,192,XfVah2ESRkm9dOlu_9fBDg05971665375364,四川金彭,四川金彭,202210100763,,,侧门装饰板/力霸Ⅱ160（政宇）_,电瓶车-三轮.成品.02738,侧门装饰板/力霸Ⅱ160（政宇）,,个,1940,2022-10-10,2022-10-11,"A-唐宇下料,A-切缺,A-一次成型",,,A,2022-10-10,,进行中,A组,A组,,侧门装饰板/力霸Ⅱ160（政宇）_,2022-10-10,2022-10-10 12:16:04,马清伟,机加车间,侧门装饰板/力霸Ⅱ160（政宇）_
192,193,dJNop9I0S3m8zDF7IaAX2A05971665375364,重庆巨伦,重庆巨伦,202210100744,,,Q312-双撑缓冲垫支架_,电瓶车-两轮.成品.04598,Q312-双撑缓冲垫支架,,个,3000,2022-10-10,2022-10-11,D-连续模出成品,,,D,2022-10-10,,进行中,D组,D组,,Q312-双撑缓冲垫支架_,2022-10-10,2022-10-10 12:16:04,马清伟,机加车间,Q312-双撑缓冲垫支架_
193,194,2G3dPLNLROSi3t39EH4krQ05971665375364,四川金彭,四川金彭,202210100764,,,护线槽/锋锐140_,LL.03.04721,护线槽/锋锐140,,个,1675,2022-10-10,2022-10-11,"A-连续模下料,A-一次成型",,,A,2022-10-10,,进行中,A组,A组,,护线槽/锋锐140_,2022-10-10,2022-10-10 12:16:04,马清伟,机加车间,护线槽/锋锐140_
194,195,dU5PEqHTQtugG6qW_lfNbQ05971665375364,四川金彭,四川金彭,202210100757,,,后门板/川岳Ⅲ150_,电瓶车-两轮.成品.03509,后门板/川岳Ⅲ150,,个,435,2022-10-10,2022-10-11,"B-唐宇下料,B-油压机成型",,,B,2022-10-10,,进行中,B组,B组,,后门板/川岳Ⅲ150_,2022-10-10,2022-10-10 12:16:04,马清伟,机加车间,后门板/川岳Ⅲ150_
195,196,UlqNB20SRnW6oUun46zxAw05971665375364,四川金彭,四川金彭,202210100756,,,左右门板/川岳Ⅲ150_,电瓶车-两轮.成品.04198,左右门板/川岳Ⅲ150,,个,870,2022-10-10,2022-10-11,"B-唐宇下料,B-油压机成型",,,B,2022-10-10,,进行中,B组,B组,,左右门板/川岳Ⅲ150_,2022-10-10,2022-10-10 12:16:04,马清伟,机加车间,左右门板/川岳Ⅲ150_
196,197,i6ePOceoQYK4DRxeYMqhvA05971665375364,重庆巨伦,重庆巨伦,202210100747,,,N385-搁脚支架右_,电瓶车-两轮.成品.04483,N385-搁脚支架右,,个,1500,2022-10-10,2022-10-11,D-连续模出成品,,,D,2022-10-10,,进行中,D组,D组,,N385-搁脚支架右_,2022-10-10,2022-10-10 12:16:04,马清伟,机加车间,N385-搁脚支架右_
197,198,1Zmf6XUDSoCW-kv35GoX2w05971665375364,重庆巨伦,重庆巨伦,202210100737,,,Q1-铭牌支架_,电瓶车-两轮.成品.04551,Q1-铭牌支架,,个,3000,2022-10-10,2022-10-11,D-连续模出成品,,,D,2022-10-10,,进行中,D组,D组,,Q1-铭牌支架_,2022-10-10,2022-10-10 12:16:04,马清伟,机加车间,Q1-铭牌支架_
198,199,J_LSx1DNT-qcUdy9lw0kZw05971665375364,重庆巨伦,重庆巨伦,202210100740,,,Q1-空开支架_,电瓶车-两轮.成品.04549,Q1-空开支架,,个,3000,2022-10-10,2022-10-11,D-连续模出成品,,,D,2022-10-10,,进行中,D组,D组,,Q1-空开支架_,2022-10-10,2022-10-10 12:16:04,马清伟,机加车间,Q1-空开支架_
199,200,dynaHnxDSpqwzKxNurMjiA05971665375364,重庆巨伦,重庆巨伦,202210100741,,,A3-前脚踏横梁_,电瓶车-两轮.成品.04213,A3-前脚踏横梁,,个,3000,2022-10-10,2022-10-11,D-连续模出成品,,,D,2022-10-10,,进行中,D组,D组,,A3-前脚踏横梁_,2022-10-10,2022-10-10 12:16:04,马清伟,机加车间,A3-前脚踏横梁_
200,201,MBMBAUAOQySbuWc1DBuBAg05971665375364,四川金彭,四川金彭,202210100765,,,裙边加强板/霸道1A_,电瓶车-三轮.成品.02645,裙边加强板/霸道1A,,个,9690,2022-10-10,2022-10-11,A-连续模下料,,,A,2022-10-10,,进行中,A组,A组,,裙边加强板/霸道1A_,2022-10-10,2022-10-10 12:16:04,马清伟,机加车间,裙边加强板/霸道1A_
201,202,yxFhVc9eT5ii0OD_BqAaNw05971665375364,重庆巨伦,重庆巨伦,202210100735,,,Q312-底托前支架左右_,电瓶车-两轮.成品.04573,Q312-底托前支架左右,,个,6000,2022-10-10,2022-10-11,D-连续模出成品,,,D,2022-10-10,,进行中,D组,D组,,Q312-底托前支架左右_,2022-10-10,2022-10-10 12:16:04,马清伟,机加车间,Q312-底托前支架左右_
202,203,3YhYC6cLQR-6zOO9Y5-BUw05971665375364,四川金彭,四川金彭,202210100761,,,JP500DZH-24.2.4-1脚刹限位柱/神龙10_,电瓶车-三轮.成品.02533,JP500DZH-24.2.4-1脚刹限位柱/神龙10,,个,3180,2022-10-10,2022-10-11,A-一次成型,,,A,2022-10-10,,进行中,A组,A组,,JP500DZH-24.2.4-1脚刹限位柱/神龙10_,2022-10-10,2022-10-10 12:16:04,马清伟,机加车间,JP500DZH-24.2.4-1脚刹限位柱/神龙10_
203,204,Q6Z3KalfQt-1D_ezN3X4Gw05971665375364,四川金彭,四川金彭,202210100755,,,前门板/川岳Ⅲ150_,电瓶车-两轮.成品.03785,前门板/川岳Ⅲ150,,个,435,2022-10-10,2022-10-11,"B-唐宇下料,B-油压机成型",,,B,2022-10-10,,进行中,B组,B组,,前门板/川岳Ⅲ150_,2022-10-10,2022-10-10 12:16:04,马清伟,机加车间,前门板/川岳Ⅲ150_
204,205,uTd03RUlRxiwcUdAARtI9A05971665375364,四川金彭,四川金彭,202210100754,,,右加强筋/神龙11Y_,电瓶车-三轮.成品.02583,右加强筋/神龙11Y,,个,2755,2022-10-10,2022-10-11,"A-单冲模-落料,A-一次成型",,,A,2022-10-10,,进行中,C组,C组,,右加强筋/神龙11Y_,2022-10-11,2022-10-10 12:16:04,马清伟,机加车间,右加强筋/神龙11Y_
205,206,R3HlzHMNTwCLTlKkV8VrVA05971665375364,四川金彭,四川金彭,202210100758,,,左泥瓦/福运4MG-610D41山地版_,电瓶车-两轮.成品.03457,左泥瓦/福运4MG-610D41山地版,,个,816,2022-10-10,2022-10-11,"B-激光切割,B-油压机成型,B-冲压折弯",,,B,2022-10-10,,进行中,B组,B组,,左泥瓦/福运4MG-610D41山地版_,2022-10-13,2022-10-10 12:16:04,马清伟,机加车间,左泥瓦/福运4MG-610D41山地版_
206,207,0a0iGxMvSBKqOH_feLJjtg05971665375364,四川金彭,四川金彭,202210100759,,,右泥瓦/福运4MG-610D41山地版_,电瓶车-两轮.成品.03456,右泥瓦/福运4MG-610D41山地版,,个,888,2022-10-10,2022-10-11,"B-激光切割,B-油压机成型,B-冲压折弯",,,B,2022-10-10,,进行中,B组,B组,,右泥瓦/福运4MG-610D41山地版_,2022-10-13,2022-10-10 12:16:04,马清伟,机加车间,右泥瓦/福运4MG-610D41山地版_
207,208,su-MYx1yTeGXwrRiLYGMJw05971665375363,四川金彭,四川金彭,202210100703,,,左右门板/川岳Ⅲ130_,电瓶车-两轮.成品.04197,左右门板/川岳Ⅲ130,,个,410,2022-10-10,2022-10-11,"B-唐宇下料,B-油压机成型",,,B,2022-10-10,,进行中,B组,B组,,左右门板/川岳Ⅲ130_,2022-10-10,2022-10-10 12:16:03,马清伟,机加车间,左右门板/川岳Ⅲ130_
208,209,dUwcK8NfS-ufAKIiFoh__g05971665375363,四川金彭,四川金彭,202210100706,,,左右门板/川岳Ⅲ160_,电瓶车-两轮.成品.04199,左右门板/川岳Ⅲ160,,个,220,2022-10-10,2022-10-11,"B-唐宇下料,B-油压机成型",,,B,2022-10-10,,进行中,B组,B组,,左右门板/川岳Ⅲ160_,2022-10-10,2022-10-10 12:16:03,马清伟,机加车间,左右门板/川岳Ⅲ160_
209,210,Uksb82kkTaCVXKFRAl_iiA05971665375363,四川金彭,四川金彭,202210100713,,,扣手固定片/福乐7B_,电瓶车-三轮.成品.02620,扣手固定片/福乐7B,,个,355,2022-10-10,2022-10-11,"A-单冲模-落料,A-单冲模-冲孔",,,A,2022-10-10,,进行中,A组,A组,,扣手固定片/福乐7B_,2022-10-10,2022-10-10 12:16:03,马清伟,机加车间,扣手固定片/福乐7B_
210,211,u3jONYJyS7KkA1hM7XA62g05971665375363,四川金彭,四川金彭,202210100697,,,四开前门包铁/途霸II_,电瓶车-两轮.成品.03930,四开前门包铁/途霸II,,个,460,2022-10-10,2022-10-11,"B-激光切割,A-一次成型",,,B+A,2022-10-10,,进行中,B组,B组,,四开前门包铁/途霸II_,2022-10-10,2022-10-10 12:16:03,马清伟,机加车间,四开前门包铁/途霸II_
211,212,yfYQccwgT1uQD7opNsPmZQ05971665375363,四川金彭,四川金彭,202210100702,,,前门板/川岳Ⅲ130_,电瓶车-两轮.成品.03784,前门板/川岳Ⅲ130,,个,205,2022-10-10,2022-10-11,"B-唐宇下料,B-油压机成型",,,B,2022-10-10,,进行中,B组,B组,,前门板/川岳Ⅲ130_,2022-10-10,2022-10-10 12:16:03,马清伟,机加车间,前门板/川岳Ⅲ130_
212,213,CsBrdyEATKSqqlNUagUizw05971665375363,四川金彭,四川金彭,202210100730,,,右脚踏板/力霸Ⅱ160_,电瓶车-三轮.成品.02737,右脚踏板/力霸Ⅱ160,,个,2495,2022-10-10,2022-10-11,"D-连续模下料,C-一次成型",,,D+C,2022-10-10,,进行中,D组,D组,,右脚踏板/力霸Ⅱ160_,2022-10-10,2022-10-10 12:16:03,马清伟,机加车间,右脚踏板/力霸Ⅱ160_
213,214,cHPZ0_mEQMKRb10WUDkiIw05971665375363,重庆巨伦,重庆巨伦,202210100720,,,Q312-主梁管包皮_,电瓶车-两轮.成品.04603,Q312-主梁管包皮,,个,3000,2022-10-10,2022-10-11,"D-连续模下料,C-一次成型,C-二次成型",,,D+C,2022-10-10,,进行中,D组,D组,,Q312-主梁管包皮_,2022-10-10,2022-10-10 12:16:03,马清伟,机加车间,Q312-主梁管包皮_
214,215,bXs_oj9WS8ayFMC0WMA0Qg05971665375363,重庆巨伦,重庆巨伦,202210100722,,,Q1-座垫锁板支架_,电瓶车-两轮.成品.04564,Q1-座垫锁板支架,,个,3000,2022-10-10,2022-10-11,"D-连续模下料,C-一次成型,C-二次成型",,,D+C,2022-10-10,,进行中,D组,D组,,Q1-座垫锁板支架_,2022-10-10,2022-10-10 12:16:03,马清伟,机加车间,Q1-座垫锁板支架_
215,216,1nUFCw_JQHaSQ9Bff79QUg05971665375363,重庆巨伦,重庆巨伦,202210100727,,,Q1-双撑脚底片右_,电瓶车-两轮.成品.04558,Q1-双撑脚底片右,,个,3000,2022-10-10,2022-10-11,"D-连续模下料,C-一次成型",,,D+C,2022-10-10,,进行中,D组,D组,,Q1-双撑脚底片右_,2022-10-10,2022-10-10 12:16:03,马清伟,机加车间,Q1-双撑脚底片右_
216,217,-49B57pjTEK8SeMW8XFZ9Q05971665375363,重庆巨伦,重庆巨伦,202210100731,,,Q1-电门锁支架_,电瓶车-两轮.成品.04534,Q1-电门锁支架,,个,3000,2022-10-10,2022-10-11,"D-连续模下料,C-攻丝,C-一次成型",,,D+C,2022-10-10,,进行中,D组,D组,,Q1-电门锁支架_,2022-10-10,2022-10-10 12:16:03,马清伟,机加车间,Q1-电门锁支架_
217,218,wT7SfFkGRl-S5PRwahbTyw05971665375363,四川金彭,四川金彭,202210100712,,,连接板/HD180WP615D2_,电瓶车-三轮.成品.02810,连接板/HD180WP615D2,,个,210,2022-10-10,2022-10-11,"A-单冲模-落料,A-一次成型",,,A,2022-10-10,,进行中,A组,A组,,连接板/HD180WP615D2_,2022-10-10,2022-10-10 12:16:03,马清伟,机加车间,连接板/HD180WP615D2_
218,219,98cptElXQzaFu33a-q_k6Q05971665375363,四川金彭,四川金彭,202210100700,,,左右门板/川岳Ⅲ120_,电瓶车-两轮.成品.04196,左右门板/川岳Ⅲ120,,个,70,2022-10-10,2022-10-11,"B-唐宇下料,B-油压机成型",,,B,2022-10-10,,进行中,B组,B组,,左右门板/川岳Ⅲ120_,2022-10-10,2022-10-10 12:16:03,马清伟,机加车间,左右门板/川岳Ⅲ120_
219,220,2qeMBA06T32jEc8YrmTUTQ05971665375363,四川金彭,四川金彭,202210100717,,,W293电池压条后/长_,电瓶车-两轮.成品.03376,W293电池压条后/长,,个,2500,2022-10-10,2022-10-11,"B-激光切割,C-一次成型,C-二次成型",,,B+C,2022-10-10,,进行中,B组,B组,,W293电池压条后/长_,2022-10-10,2022-10-10 12:16:03,马清伟,机加车间,W293电池压条后/长_
220,221,wsmcb_tDRwOoqlBEUr2NCA05971665375363,四川金彭,四川金彭,202210100710,,,保险杠固定支架/启航150_,电瓶车-两轮.成品.03391,保险杠固定支架/启航150,,个,1955,2022-10-10,2022-10-11,"A-单冲模-落料,A-一次成型",,,A,2022-10-10,,进行中,A组,A组,,保险杠固定支架/启航150_,2022-10-10,2022-10-10 12:16:03,马清伟,机加车间,保险杠固定支架/启航150_
221,222,aXk_aRjfTIynpq21pxwR1Q05971665375363,四川金彭,四川金彭,202210100707,,,后门板/川岳Ⅲ160_,电瓶车-两轮.成品.03510,后门板/川岳Ⅲ160,,个,110,2022-10-10,2022-10-11,"B-唐宇下料,B-油压机成型",,,B,2022-10-10,,进行中,B组,B组,,后门板/川岳Ⅲ160_,2022-10-10,2022-10-10 12:16:03,马清伟,机加车间,后门板/川岳Ⅲ160_
222,223,wsGqMKlrQrq00paPJ4uk8A05971665375363,四川金彭,四川金彭,202210100701,,,后门板/川岳Ⅲ120_,电瓶车-两轮.成品.03507,后门板/川岳Ⅲ120,,个,35,2022-10-10,2022-10-11,"B-唐宇下料,B-油压机成型",,,B,2022-10-10,,进行中,B组,B组,,后门板/川岳Ⅲ120_,2022-10-10,2022-10-10 12:16:03,马清伟,机加车间,后门板/川岳Ⅲ120_
223,224,YM3cBSihR5yBtFkac_IhuA05971665375363,重庆巨伦,重庆巨伦,202210100732,,,Q312-单撑板_,电瓶车-两轮.成品.04566,Q312-单撑板,,个,3000,2022-10-10,2022-10-11,"D-连续模下料,C-单冲模-冲孔,C-一次成型",,,D+C,2022-10-10,,进行中,D组,D组,,Q312-单撑板_,2022-10-10,2022-10-10 12:16:03,马清伟,机加车间,Q312-单撑板_
224,225,8G7sKvmCR_mkwTuEgq_gzA05971665375363,重庆巨伦,重庆巨伦,202210100725,,,Q1-双撑加强板_,电瓶车-两轮.成品.04557,Q1-双撑加强板,,个,3000,2022-10-10,2022-10-11,"D-连续模下料,C-一次成型",,,D+C,2022-10-10,,进行中,D组,D组,,Q1-双撑加强板_,2022-10-10,2022-10-10 12:16:03,马清伟,机加车间,Q1-双撑加强板_
225,226,6Ev6r_ZIRrWN6fyY8_hH_g05971665375363,四川金彭,四川金彭,202210100715,,,右雨棚加强筋/捷达140SF_,SL.03.05260,右雨棚加强筋/捷达140SF,,个,600,2022-10-10,2022-10-11,"B-激光切割,A-一次成型",,,B+A,2022-10-10,,进行中,B组,B组,,右雨棚加强筋/捷达140SF_,2022-10-10,2022-10-10 12:16:03,马清伟,机加车间,右雨棚加强筋/捷达140SF_
226,227,90gvnb8cTCu3d6VxlnP_cw05971665375363,四川金彭,四川金彭,202210100704,,,后门板/川岳Ⅲ130_,电瓶车-两轮.成品.03508,后门板/川岳Ⅲ130,,个,205,2022-10-10,2022-10-11,"B-唐宇下料,B-油压机成型",,,B,2022-10-10,,进行中,B组,B组,,后门板/川岳Ⅲ130_,2022-10-10,2022-10-10 12:16:03,马清伟,机加车间,后门板/川岳Ⅲ130_
227,228,bmxlju-mQK2Mrrwox5hT6Q05971665375363,四川金彭,四川金彭,202210100718,,,W293电池压条后支架/短_,电瓶车-两轮.成品.03377,W293电池压条后支架/短,,个,2500,2022-10-10,2022-10-11,"B-激光切割,C-一次成型,C-二次成型",,,B+C,2022-10-10,,进行中,B组,B组,,W293电池压条后支架/短_,2022-10-10,2022-10-10 12:16:03,马清伟,机加车间,W293电池压条后支架/短_
228,229,TN1G3eqcQ7OnrwAzYhxrPg05971665375363,四川金彭,四川金彭,202210100729,,,左脚踏板/力霸Ⅱ160_,电瓶车-三轮.成品.02736,左脚踏板/力霸Ⅱ160,,个,2495,2022-10-10,2022-10-11,"D-连续模下料,C-一次成型",,,D+C,2022-10-10,,进行中,D组,D组,,左脚踏板/力霸Ⅱ160_,2022-10-10,2022-10-10 12:16:03,马清伟,机加车间,左脚踏板/力霸Ⅱ160_
229,230,iJs53F72SdO6wFR-bLttUA05971665375363,四川金彭,四川金彭,202210100695,,,右边框/鸿达II220A/T_,电瓶车-三轮.成品.02800,右边框/鸿达II220A/T,,个,20,2022-10-10,2022-10-11,"B-唐宇下料,B-二次折弯,B-三次压型",,,B,2022-10-10,,进行中,B组,B组,,右边框/鸿达II220A/T_,2022-10-10,2022-10-10 12:16:03,马清伟,机加车间,右边框/鸿达II220A/T_
230,231,oNvuUxKyQNu55fG5--zCXw05971665375363,重庆巨伦,重庆巨伦,202210100724,,,Q312-平叉后支架右_,电瓶车-两轮.成品.04595,Q312-平叉后支架右,,个,3000,2022-10-10,2022-10-11,"D-连续模下料,C-一次成型",,,D+C,2022-10-10,,进行中,D组,D组,,Q312-平叉后支架右_,2022-10-10,2022-10-10 12:16:03,马清伟,机加车间,Q312-平叉后支架右_
231,232,rUo4g8OFSS6ZBQRVDKh-8A05971665375363,四川金彭,四川金彭,202210100716,,,左雨棚加强筋/捷达140SF_,SL.03.05261,左雨棚加强筋/捷达140SF,,个,600,2022-10-10,2022-10-11,"B-激光切割,A-一次成型",,,B+A,2022-10-10,,进行中,B组,B组,,左雨棚加强筋/捷达140SF_,2022-10-10,2022-10-10 12:16:03,马清伟,机加车间,左雨棚加强筋/捷达140SF_
232,233,m-hTXHWkRmOYGdhINNj-wA05971665375363,四川金彭,四川金彭,202210100711,,,JP500DZH-24.3.1.1-6a前门固定角板/四开带孔_,电瓶车-两轮.成品.03344,JP500DZH-24.3.1.1-6a前门固定角板/四开带孔,,个,4810,2022-10-10,2022-10-11,"D-连续模下料,A-一次成型",,,D+A,2022-10-10,,进行中,D组,D组,,JP500DZH-24.3.1.1-6a前门固定角板/四开带孔_,2022-10-10,2022-10-10 12:16:03,马清伟,机加车间,JP500DZH-24.3.1.1-6a前门固定角板/四开带孔_
233,234,2x9S4m8rT7C2aBpENjz1_A05971665375363,重庆巨伦,重庆巨伦,202210100723,,,Q312-平叉后支架左_,电瓶车-两轮.成品.04596,Q312-平叉后支架左,,个,3000,2022-10-10,2022-10-11,"D-连续模下料,C-一次成型",,,D+C,2022-10-10,,进行中,D组,D组,,Q312-平叉后支架左_,2022-10-10,2022-10-10 12:16:03,马清伟,机加车间,Q312-平叉后支架左_
234,235,K1IMTLLWQHqojYwDwAm9fw05971665375363,重庆巨伦,重庆巨伦,202210100726,,,Q1-双撑脚底片左_,电瓶车-两轮.成品.04559,Q1-双撑脚底片左,,个,3000,2022-10-10,2022-10-11,"D-连续模下料,C-一次成型",,,D+C,2022-10-10,,进行中,D组,D组,,Q1-双撑脚底片左_,2022-10-10,2022-10-10 12:16:03,马清伟,机加车间,Q1-双撑脚底片左_
235,236,EM8tG5P_SAiz62PU6bPeBg05971665375363,四川金彭,四川金彭,202210100714,,,顶棚连接板/悦驰150-408D1_,SL.03.05262,顶棚连接板/悦驰150-408D1,,个,800,2022-10-10,2022-10-11,B-激光切割,,,B,2022-10-10,,进行中,B组,B组,,顶棚连接板/悦驰150-408D1_,2022-10-10,2022-10-10 12:16:03,马清伟,机加车间,顶棚连接板/悦驰150-408D1_
236,237,9r8FawIFSeKW5_RFElLc9g05971665375363,四川金彭,四川金彭,202210100699,,,前门板/川岳Ⅲ120_,电瓶车-两轮.成品.03783,前门板/川岳Ⅲ120,,个,35,2022-10-10,2022-10-11,"B-唐宇下料,B-油压机成型",,,B,2022-10-10,,进行中,B组,B组,,前门板/川岳Ⅲ120_,2022-10-10,2022-10-10 12:16:03,马清伟,机加车间,前门板/川岳Ⅲ120_
237,238,hDEo9BLTSE6lGzVNU8evhw05971665375363,四川金彭,四川金彭,202210100698,,,后裙边/远征3-200-615D41山地版_,电瓶车-三轮.成品.02802,后裙边/远征3-200-615D41山地版,,个,70,2022-10-10,2022-10-11,"B-唐宇下料,B-一次折弯,B-二次折弯",,,B,2022-10-10,,进行中,B组,B组,,后裙边/远征3-200-615D41山地版_,2022-10-10,2022-10-10 12:16:03,马清伟,机加车间,后裙边/远征3-200-615D41山地版_
238,239,WvyT4UzuT1STBhmtZIIF1w05971665375363,四川金彭,四川金彭,202210100709,,,手刹固定板/川岳3-150_,电瓶车-三轮.成品.02805,手刹固定板/川岳3-150,,个,3205,2022-10-10,2022-10-11,"D-连续模下料,D-一次成型",,,D,2022-10-10,,进行中,D组,D组,,手刹固定板/川岳3-150_,2022-10-10,2022-10-10 12:16:03,马清伟,机加车间,手刹固定板/川岳3-150_
239,240,mrsiFhp1SpeFigobtyQo4Q05971665375363,四川金彭,四川金彭,202210100708,,,门板左包边/川岳Ⅲ150_,电瓶车-两轮.成品.03715,门板左包边/川岳Ⅲ150,,个,6280,2022-10-10,2022-10-11,"B-唐宇下料,B-油压机成型",,,B,2022-10-10,,进行中,B组,B组,,门板左包边/川岳Ⅲ150_,2022-10-10,2022-10-10 12:16:03,马清伟,机加车间,门板左包边/川岳Ⅲ150_
240,241,CAe_8aiZSqm4-cSpek3UMw05971665375363,四川金彭,四川金彭,202210100728,,,车厢包边/劲霸150_,电瓶车-三轮.成品.02651,车厢包边/劲霸150,,个,10280,2022-10-10,2022-10-11,"D-连续模下料,C-一次成型",,,D+C,2022-10-10,,进行中,D组,D组,,车厢包边/劲霸150_,2022-10-10,2022-10-10 12:16:03,马清伟,机加车间,车厢包边/劲霸150_
241,242,JMhMcJQkTq6qmZEq1_eRyg05971665375363,四川金彭,四川金彭,202210100705,,,前门板/川岳Ⅲ160_,电瓶车-两轮.成品.03786,前门板/川岳Ⅲ160,,个,110,2022-10-10,2022-10-11,"B-唐宇下料,B-油压机成型",,,B,2022-10-10,,进行中,B组,B组,,前门板/川岳Ⅲ160_,2022-10-10,2022-10-10 12:16:03,马清伟,机加车间,前门板/川岳Ⅲ160_
